textDisplay,authorDisplayName,likeCount,publishedAt,sentimen,kategori
beneran kena rickroll dong  🗿 🗿 rickroll versi loli/cute/cewek 🗿 🗿 🗿 🗿,Kucing Oyen,0,2022-04-29T22:16:31Z
😳,Riku ch,0,2022-04-29T17:01:41Z
Yasss rickroll kah?,ḺꪮSe҉,0,2022-04-29T14:10:04Z
Bang set menangis melihat ini🗿👍🏾,Harzlin Zainal,0,2022-04-27T09:54:17Z
Er,Dani,0,2022-04-21T21:27:11Z
"Lagu yang bagus, sekarang pergi tidur",Daniel G.,0,2022-04-21T13:12:02Z
SUS SUS SUS SUS,Alparizi Parizi dell,0,2022-04-20T10:40:01Z
Bocil gaming,Dody Jusser,0,2022-04-19T23:43:41Z
Waw,Dody Jusser,0,2022-04-19T23:43:14Z
Sena nyayi Rickroll,Rifqi Firdaus,0,2022-04-19T13:02:18Z
nggak kopired sena,Adelia Putri,0,2022-04-18T08:16:23Z
2 kali parah wkwkwkw,secret,0,2022-04-17T02:57:00Z
Clickbait ini pelanggaran!!!!!,NEVER GONNA GIVE YOU UP,0,2022-04-15T02:07:45Z
?!😂😂😂😂😅😅,FDR,0,2022-04-12T09:48:09Z
sena roll,CaissaMastra,0,2022-04-10T07:33:30Z
Lagu yang bagus sen,mr.cuttlefish,1,2022-04-09T22:54:47Z
Thumnail:Sus<br><br>Vidio:ternyata🗿🗿🗿,INI7 🗿,0,2022-04-09T02:50:01Z
UPPPPPPPPPPPPPPP!!!!!!,Min Juliarni,0,2022-04-08T06:30:11Z
KENA RICKROLL,ItzKevE,0,2022-04-05T06:49:32Z
rick roll versi vtuber 😂😂😂😂😂,Rehan Wangsaff#2,0,2022-04-04T13:32:54Z
Inisih lagu yg sering di pakek coconutIce,KNY Giyu,0,2022-04-04T04:44:21Z
Sena,Rama al-qiano,0,2022-04-03T06:11:35Z
😅😅😅😅😅😅,Mohammad,0,2022-04-01T02:38:47Z
Sena😭,NPC Nyimak liat lona,0,2022-03-30T12:14:04Z
Ngakak + lucu gemoyy gitu🤣🤣🤣,Zero Two,0,2022-03-30T10:53:45Z
Kakak nyanyi kawai banget,Bunderan Hajimena,0,2022-03-26T08:54:08Z
lucu😊,Rising Neko,0,2022-03-26T06:19:02Z
Bagus bagus,sadddd😞,0,2022-03-25T23:24:27Z
👏👏👏👏,aliya23,0,2022-03-25T05:38:02Z
neko,umam gaming,0,2022-03-24T12:29:49Z
Mana saya tau,Kayla R.& Athariz K. Ridlwan,0,2022-03-23T14:01:36Z
"Om, sena punya foto yabe dirinya sendiri",случайные люди,1,2022-03-23T04:43:21Z
Tumbnailnya sangat 😐📸📸📸📸📸📸,bag of bloons,0,2022-03-22T13:01:10Z
😭🙏,danaEditZ,0,2022-03-22T12:52:57Z
Wow,Ronny Poniman,0,2022-03-20T23:25:06Z
lucukaksen,cuti gril,0,2022-03-20T04:00:08Z
Hahahaha,cuti gril,0,2022-03-20T03:59:28Z
a&#39;\,TITS CAMS BOY AND GIRL 18+,0,2022-03-19T01:30:04Z
_-,Rizal Irhabi,0,2022-03-18T16:32:16Z
kenape imut kawai,faris 08,0,2022-03-17T11:20:32Z
.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>...,Sri Wahyuni,0,2022-03-17T03:04:31Z
Hahahaahahahahahahha,Rahmat Hidayat,0,2022-03-15T01:54:23Z
Kena Rick krol kalian yang nonton kena Rick krol semua yang nonton Vidio ini,Mbah Grandong,0,2022-03-12T13:35:53Z
Lumayan sus,Zayn Official,1,2022-03-12T12:01:35Z
no no you don&#39;t make me cry,Bima Heri pratama,0,2022-03-11T12:14:18Z
Thumnail yang sngat SUS,Raffa ch,1,2022-03-11T07:18:24Z
aaaahh. so cute....,💌Aaaaa💌,0,2022-03-08T07:28:00Z
Suaranya bagus banget 👍🏻,WAWA WIWI,0,2022-03-04T10:46:54Z
Dimana mana kenak rick roll gw sekarang sena roll,Wilda Fitriana Zuhri,0,2022-03-04T03:07:13Z
AMOGUS SUSSS,Wilda Fitriana Zuhri,0,2022-03-04T03:06:43Z
Decent imo :),Rid,0,2022-03-02T14:44:11Z
Arararrarara,Muhamad Fauzi,0,2022-03-02T13:07:55Z
Suara nya,Nekamoto Galang,0,2022-02-28T13:35:04Z
Copyright ga sih?,FF PUJI,0,2022-02-28T08:56:02Z
SUS,Capt Ruzza,0,2022-02-27T12:33:58Z
Sena gabut bagt,Sri Rejeki,0,2022-02-26T09:51:19Z
2 menit lebih baru sadar klo kena ricroll,Angkin Ch.,0,2022-02-26T03:43:05Z
😑😐,@Raptorec,0,2022-02-24T07:48:08Z
Thumbnail¯\_( ͡° ͜ʖ ͡°)_/¯,Vincent Agatha,0,2022-02-24T07:14:22Z
Sena g*<b>***</b> a*****k***kopitsik,Achmad Pandu,1,2022-02-23T00:43:02Z
Thumbnailnya terlalu sus,MarvelYS,0,2022-02-23T00:20:46Z
Coba lihat ini deh <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>Never gonna give you up Never gonna let you down never gonna round round and desert you<br><br>Yaaaah selamat anda kena tipu,Zen Zen Gamer,0,2022-02-23T00:04:43Z
Padahal gw suka banget sama anak kecil 😏,Frederick Lisander,0,2022-02-22T12:26:32Z
Kak sena suka diri sendiri gkk aku tanya dikit ya gpp kak,zahra nayla lathifa,0,2022-02-22T10:21:45Z
Percaya diri gak kak maapin aku aku kepo,zahra nayla lathifa,0,2022-02-22T10:22:14Z
Thumbnail yang sangat mengejutkan 🗿🤔📷,Badumdess,0,2022-02-21T23:26:44Z
Di tumnail itu guling kan? <br><br>G-guling kan?,Gianza YT,0,2022-02-20T23:56:52Z
Denger Sena sudah senyum senyum udah bakal SUSbanget sihh,Meutia Ongko,1,2022-02-20T13:30:19Z
Aku ngeliat Sena rickrolling : ;-;)<br>Dalam hati : }:(,rehanjr43510 Rantenase,0,2022-02-20T10:15:36Z
tumbnail yg angat sus 👍🗿,Yuradragons,0,2022-02-19T14:00:21Z
Selamat anda kena rickroll,Quen Gaming,0,2022-02-18T15:39:03Z
sumpah di sensor karna kasar ]]]]]],Tatang Tamtama,0,2022-02-18T14:02:49Z
riski😁😁😁😁😁😁😁😁😁😁🖥️😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁,Rasyid Ramadhani,1,2022-02-18T05:06:24Z
Halo,KALILA,0,2022-02-18T01:34:57Z
Gini amat kena rickroll,CappuChristo,0,2022-02-17T13:52:48Z
5 bulan kemudian,FrissaMC,0,2022-02-16T03:00:10Z
👍👍dogs for her is just show shots,lulis arya,0,2022-02-15T14:54:40Z
Dahlah rickroll:),Muditya Gaming,0,2022-02-14T08:29:45Z
Sena keren,Fachri Ahmad Syathir,0,2022-02-14T04:14:01Z
"Damn,🤦‍♂️",MAKE OUT HILL,0,2022-02-12T08:31:15Z
Bayangan yang ku pikirkan  ty***,Lucky_Krenz,0,2022-02-11T13:41:33Z
Meme baru,M. Zaki Fadillah,1,2022-02-11T07:47:32Z
Hi sena,chuyaaa♡ open,0,2022-02-10T07:39:11Z
😆😆😆😆😆,orang baik,0,2022-02-09T11:44:32Z
1+1,orang baik,0,2022-02-09T11:44:11Z
😮wah lucu sekalih,Risa Awalia,0,2022-02-09T02:44:08Z
°-°,Sheiren Rosadi,0,2022-02-09T01:13:44Z
😱😱😱😱😱😓🥳🥳🥳,Sungka Permana,0,2022-02-08T07:42:55Z
siapa disini yg udh tau ini pasti boongan dan tetap nonton,fanny,0,2022-02-07T16:22:38Z
Thumbnail nya bikin otak trevileng,ACE GAMERS,2,2022-02-06T02:38:21Z
Kebiasaan vtuber suka nyanyi dan mukanya imut kalo gw liat gw cubit telinga lu lucu amat suara lu 😂,Dark killer,0,2022-02-05T12:12:59Z
Thumbnail meresahkan🗿🗿🗿🗿,RianGacha v2,0,2022-02-04T04:34:39Z
😂👍 mantap,PikaYura♡,0,2022-02-03T10:34:35Z
sena  iloviyu,Ananda Indah,0,2022-02-02T20:22:54Z
Kena Sena Roll🥲,Xillent's,0,2022-01-31T16:45:08Z
TERIMA AJA SEMUA GAPAPA CUMA VIDEO YANG PENTING GAK LOMBA YA TERIMA AJA KASIAN KAK SENA SUDAH LATIHAN,Revandipalak RF DAOP9,0,2022-01-31T08:44:55Z
Thumbnail = 🤨🤨🤨🤨<br>Isinya = 👌🗿,BangMRZ,0,2022-01-30T12:49:41Z
I LOVE YOU SENA,Muhammad Fadhlurrahman Kamal,0,2022-01-27T15:12:19Z
Hi,Bei,0,2022-01-27T12:03:34Z
RICK ROLL 😈😈,joyy#8,1,2022-01-26T10:21:09Z
Baru click kena rockroll,Arfaiz089,1,2022-01-22T04:57:34Z
Dirickroll dong😂,KhairulPenyu,1,2022-01-21T15:15:50Z
WKWKWWKKWKWKWKKWKWKWKKWKWKWKWKKWKW,iniyatlaaa,0,2022-01-21T14:55:38Z
GEREM GWWWWWWWWWWWWWWWWWWWWWWW,iniyatlaaa,0,2022-01-21T14:55:29Z
uwu,Siti Rodiyah,0,2022-01-21T04:25:25Z
"0000000000,00000000000000000000000,000000000000001%",Siti Rodiyah,0,2022-01-21T04:25:10Z
Thumnailnya meresahkan ya bun,prima store (otaku) hub,0,2022-01-20T14:28:49Z
Cute,Muh. Algifari,0,2022-01-20T10:39:57Z
Bagus banget 😄 tapi beaconcream nya NYI gi mana ya kayak nya lucu,Syarif poel,1,2022-01-18T15:51:19Z
Nekoyama sena [ Yu... ok love you,vino tattoo,0,2022-01-18T10:52:24Z
Kena rickroll🗿🙏,hanszoMc,0,2022-01-16T11:14:16Z
Suaranya Sama Tumbnial Nya Bikin Basah Yah 🗿,Ronoroa Zoro',0,2022-01-15T05:19:16Z
SENAAA LOVE YOUUU,Faqihh,1,2022-01-13T13:00:30Z
<b>yo wtf thumbail nya</b>,Hanz,0,2022-01-12T12:03:08Z
keren sen wkwkwkwkwkwkwkwkw,Joylyn Gracia Lim / 19 / 2E,0,2022-01-12T05:56:21Z
Rick astley:❌<br>Rick sena:✔️<br><br><br><br><br><br><br><br><br><br><br><br><br><br>Theme mu sangat berkelas sekali nak🗿🤛,saturn is lost in youtube,1,2022-01-09T23:43:30Z
Lagu nya bagus kak,Eirfl1,0,2022-01-09T19:44:36Z
Lebih kawai an suara ni tan,valena belvan,0,2022-01-09T07:27:31Z
Enak og 🗿,Wisnu Satria Pamungkas,0,2022-01-08T07:16:23Z
Kiyowo🗿🔫,FC_Skyler🧋,0,2022-01-06T15:02:57Z
&lt;2022&gt;,de la redza,0,2022-01-06T10:52:22Z
✌👍👏👏👏👏👏👏👏👏,Iskandar Shah,0,2022-01-06T09:01:48Z
Mantapbos ku,Iskandar Shah,0,2022-01-06T09:00:50Z
Baru masuk udah Rick roll aj,ZERONE,0,2022-01-06T00:09:25Z
Kenapa aku kena rick roll,nuansa emeraldi fans ka lele ,0,2022-01-05T13:34:54Z
Thumbnail ..,mati channel banhj,0,2022-01-04T18:19:24Z
Bang zet22 punya temen cewek yang suka rickroll,Asri Dian Pertani,0,2022-01-04T01:34:47Z
Ya lagi lagi rick rol,Asri Dian Pertani,0,2022-01-04T01:31:08Z
Imut banget sihhh,XIXAXOTSSS,0,2022-01-02T02:33:32Z
FBI:Awokawokawok anda kurang beruntung karena dapat rickroll dari sena,KivaCraft Gaming,1,2022-01-01T11:23:51Z
~Waaaw~<br><b>Ini sangat SUS</b> <i>Hhhhhhhhh</i><br><br><br><br><br><br><br><br><b>Lagu nya bagus</b><br><br><br><br><br><br><br><br><br><b>Tapi gak enak</b><br>Wkwkwkwkwkwkwkwkwkwkwkwkwkwkw 😂😂😂🤣🤣🤣,bahrul Ulum,0,2021-12-31T05:26:44Z
sus you is sus😂😂,dark spiderman,1,2021-12-31T03:28:42Z
"<a href=""https://www.youtube.com/watch?v=uAqVo1W50wA&amp;t=0m10s"">0:10</a> / <a href=""https://www.youtube.com/watch?v=uAqVo1W50wA&amp;t=0m14s"">0:14</a> / <a href=""https://www.youtube.com/watch?v=uAqVo1W50wA&amp;t=0m18s"">0:18</a>",cool,0,2021-12-29T03:14:38Z
",,,,,,,,,,, he he he heeeeeeee heeeeeee heeeeee sangat suuuuuuuuuuuuuuuussssss",steve rama,0,2021-12-28T03:21:48Z
Sangat suuuuuuuuuuuuuuiuuuuuuuuusssss,steve rama,0,2021-12-28T03:20:55Z
Among suuuuuuuuuuuuuuuuuuuuuuuuuussssss,steve rama,0,2021-12-28T03:20:13Z
Js,steve rama,0,2021-12-28T03:19:46Z
Qtsbeyddgisja,steve rama,0,2021-12-28T03:19:42Z
Kenapa opening rick roll,gahara,0,2021-12-27T01:09:34Z
Sial kena rick roll,Anima Gacha,0,2021-12-27T00:58:47Z
Hebat banget bahasa Inggrisnya Luar Biasa👍👍,Mizan Hazami,0,2021-12-26T22:20:23Z
Wow the thumbnail so sus,Tachibana Hinata,0,2021-12-26T14:06:12Z
"Fun fact, kita kena rickroll<br>🗿",black_,0,2021-12-25T23:04:54Z
keren sena,moonraa.,0,2021-12-25T06:19:15Z
Lewd?,Yodzz,0,2021-12-24T13:58:13Z
Rick Roll Discord Gini Kek Jadi Ga Ngoamok Kan 🗿,NotRizal,1,2021-12-24T12:22:09Z
Wew imut suaranya,Bloody_boyz,0,2021-12-22T12:35:33Z
Kak Sena The Best Deh,shaneannabel sinaga,0,2021-12-22T06:37:15Z
FBI be like:<br>Kasian keciduk yaa......,Refaya Aqila,0,2021-12-20T15:19:39Z
Awal nya aja udah sus,Albiyan Tristan,0,2021-12-20T12:23:20Z
Gw: gpapa deh di rickroll... Demi Adek Sena<br><br>Gw bilang adek karna gw 14....beza 2 tahun,Mono4K,0,2021-12-20T11:45:12Z
Thumnailnya sus<br>Pas di buka kena rick roll 🗿<br><br><br><br><br><br><br>🗿🗿🗿🗿🗿🗿🗿,Bocah Second,0,2021-12-20T09:14:57Z
Lol,Sonic Exe9230,0,2021-12-20T07:45:43Z
Gak juga yayi,debuzz,0,2021-12-20T05:29:24Z
Sus!,Lord Wibu,0,2021-12-19T14:45:57Z
Kena mental mah kalau ginih suaranya imut banget,Fahrul bin akmal,0,2021-12-19T07:18:44Z
𝔹𝕒𝕘𝕦𝕤𝕤𝕤 𝕓𝕒𝕟𝕘𝕖𝕥𝕥𝕥,lynne,0,2021-12-19T04:43:03Z
Hadeh sena,nathan drifter,0,2021-12-19T01:40:56Z
Like this😁😂,fairuz_official-ch,0,2021-12-18T09:46:45Z
Nye sel nonton video 🙃🙃,Tina Sp,0,2021-12-18T04:30:59Z
Awalnya suara nya agak cempreng,Akara,0,2021-12-18T00:27:35Z
Demi sena ku sanggup dengar,Syamsul Rezky,1,2021-12-17T18:32:53Z
Suara Sena Kayak Terpaksa XD,KenjiroDesu,1,2021-12-17T11:37:40Z
kita kena rickroll,FunixxxxxxxxYxx92,0,2021-12-17T10:18:54Z
Pas ngedengerin lagu asliny:<br>bikin ngak enak otak (•‿•)<br><br>Ketika Sena yg nyanyi:<br>Gpp sumpah gpp wehh :&#39;) (ʘᴗʘ✿),Yasmin,10,2021-12-17T07:12:04Z
Btw thumnail ny &quot; SUS &quot; sumpahh!!!,Yasmin,0,2021-12-17T07:13:11Z
Thumnailnya sangat Sus 🗿,Luo Chen,0,2021-12-16T06:26:28Z
👍👍mantap,Dika Dikaka,0,2021-12-15T22:58:51Z
Bagus,Rasiyem Racellino,1,2021-12-15T15:50:00Z
SENA KAU TELAH MENIPU KU!!!,Abraham Tiery,0,2021-12-15T14:14:05Z
Pencet Chenel gua klk mau lihat 18+,Ch Ahmad ,1,2021-12-15T08:11:36Z
Sena kok pas KK streming aku ga bisa ngetik atau aku harus berlangganan maaf ya kak menyinggung aku hanya nanya maaf menyinggung,agnes official ♥️,0,2021-12-15T06:15:33Z
§bT,Rizky YT,0,2021-12-15T05:04:56Z
baru tau sena bisa nyanyi,cat gamedev,0,2021-12-15T03:49:55Z
"Entah kenapa aku lebih suka karakter yg dulu, trus suaranya imut🥰",rdittz lol,7,2021-12-14T16:22:57Z
amogus hehe senang Sus haha bercanda umur kamu berapa aku masih SD kelas 4 aku masih kecil,HORRORTALE,0,2021-12-14T16:14:04Z
Sangat sesad,CH²,0,2021-12-14T13:35:38Z
Kita beda seumur🗿👍🏻,Mr.Rendi_,1,2021-12-14T12:16:23Z
Tolong S O S,Mulyanto Go,0,2021-12-14T11:58:19Z
wow aku kena rick roll,Raffa Aliansyah,0,2021-12-14T09:07:26Z
Ah gak seru gak sesuai thumbnail,Rhfz12,0,2021-12-14T08:32:57Z
Kak Sena bikinin Vidio &quot;semangat push ranknya muach&quot;🗿🗿🗿🗿🙃👍👍👍👍,Idk,1,2021-12-14T04:44:35Z
Sena aku nilai 1000000000000000000000000/10,•nukana•,0,2021-12-13T13:32:04Z
Mbak lo dari daerah mana sih kok kayak gadis kaway,RIBKHI HD♡,0,2021-12-13T12:04:35Z
Thumbnail nya jangan sus sus banget ya sena nanti salah paham,Ayong,0,2021-12-13T11:16:08Z
Napain sem,BRYAN 180@,0,2021-12-13T10:47:33Z
❤😍😍😍😍😍,Donny Sungangai,0,2021-12-13T07:19:02Z
ini lagunya copyriht,wahyu gaming 09,1,2021-12-13T05:13:07Z
matap,R@nger_gamer,0,2021-12-13T03:59:58Z
👍,R@nger_gamer,0,2021-12-13T03:59:48Z
Ni yg kemarin kan!,gamer fnf,0,2021-12-13T01:09:21Z
❤️😀,Iky Pandarmawan,1,2021-12-13T00:58:41Z
Lah kok,Aniq Anaqi,0,2021-12-12T20:23:42Z
ahahahaha,mikaaa,0,2021-12-12T18:02:03Z
Thumnailnya sussss Sena <br><br><br>Fans Sena list thumnailnya:🥴👍<br><br><br>Papi mami Sena:🤨📸🧐,ustadz kucing,0,2021-12-12T14:35:43Z
THUMBNAIL NYA GANTI BRO NANTI DI TANGKAP FBI🤨📸,PEDE GAMERツ,1,2021-12-12T09:45:35Z
Hai you speek Indonesia okey Hai sen,Yuta kun,0,2021-12-12T07:54:59Z
sangat Bagus sena😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇,Fizh Game,1,2021-12-12T07:49:14Z
Thumbnailnya meresahkan,ewp769~^,0,2021-12-12T07:45:48Z
Utnginasuoktimusperamooee,Al Huda,0,2021-12-12T05:23:21Z
Suara nyadiperbaiki,Al Huda,0,2021-12-12T05:21:53Z
halo,alif nur hadiah,0,2021-12-12T03:15:21Z
♣♠♥♦🖕🥀😘😀😀😀🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕,Muhammad Kennavy,0,2021-12-12T02:49:36Z
Sus banget suaranya,Rexana Mandala,0,2021-12-12T01:39:55Z
SOSIAL CREDIT:999999999999% NAICE,Lamria Purba,0,2021-12-11T23:33:37Z
Udh kena ric roll 1000 kali,Fadil Wahid,0,2021-12-11T22:48:17Z
Rick roll,SamuelPlayzStumbleGuys🇮🇩,0,2021-12-11T15:32:36Z
Yeah Sena bagos MENGRICKROLL SAIA AAAAAAAAAAAAAAA TOLONGG WKWKWKW,Wimsah Windah kun agh,0,2021-12-11T12:47:14Z
Bra,Ihsan Nasuha,0,2021-12-11T12:36:36Z
Bahasa alien,algandy153?,0,2021-12-11T11:42:07Z
Yes kena Rick ke 122 Kalinya:v,Zuzura Minecraft Tzy,0,2021-12-11T10:22:10Z
(•-•),beaconswar 58,0,2021-12-11T10:19:08Z
Cute sekali,Aiman Yusni,1,2021-12-11T09:56:37Z
SSIIIIAAALLLLL!!!!!!!!!,Mr.H,0,2021-12-11T08:43:16Z
Mesum dong kak,Rasyid gaming,0,2021-12-11T08:01:34Z
Sena nanti nyanyi lagu orange:)😂,leo,0,2021-12-11T06:44:49Z
😅👍,ODO999,0,2021-12-11T06:16:00Z
Aku nangis 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,Prima Abimanyu,0,2021-12-11T04:38:49Z
Gg,mamae tristan,0,2021-12-11T03:05:21Z
Bagus sekali kak Sena semoga panjang umur sehat 🥰 selalu 🥰🥰😍😍🥳🥰😍😍,Ajun_Fail,0,2021-12-11T01:07:55Z
Rickroll v2.0,1xx1,0,2021-12-10T23:46:18Z
you got me from the very beginning,SnoopCube⬜🕶️,0,2021-12-10T23:35:29Z
Halo kucing m*<b>**ato lu kelinci atau kue kucing k****</b>,YT BKM SUUI,0,2021-12-10T12:36:08Z
Kena Senna roll haha,Zack--[neko],0,2021-12-10T11:43:06Z
Apakah ini disebut loliroll 🗿🤙,Rayzz Roblox,0,2021-12-10T08:44:01Z
AAAAAAA TELINGA SAKIT,Bli KomanG,0,2021-12-10T08:37:24Z
Rick roll memang yg terbaik,Wisnu Permana,0,2021-12-09T17:33:20Z
Never let Ciu up never get You downbnn,sammy,0,2021-12-09T14:14:18Z
Lah muncul di beranda🗿,Yuki A,1,2021-12-09T12:24:33Z
"Sudah kuduga, somethings wrong with the thumbnail",CallMeHunt,0,2021-12-09T12:11:32Z
SuS sena,Reyhan,0,2021-12-09T11:30:20Z
kak sena bang beaconcream ternyata suka sama kak sena loh bukti nya aku nonton di vidio orang make background kak sena kata nya sih waifu hehe coba aja tanya,Mandalau,1,2021-12-09T08:25:22Z
Keren bagus Henna kamu harus pertahankan semua ve nsmuya 💪😊,ARYA pendukung yutuber,0,2021-12-09T06:03:48Z
jgn di ganggu kuceng garong putih lagi karoke👍👍👍,Rayhan Kenjiro,0,2021-12-09T02:56:41Z
hey,latasha aurelia,0,2021-12-09T00:36:55Z
"Meski kena rick roll tapi mantap, sena kawai👍",Fb_Ian🐟🎶,0,2021-12-08T17:12:21Z
SUS! SUS! SUS!,MevinCH,0,2021-12-08T15:20:14Z
omg thumbnailnya sena kamu ngapain wkwk,Alizxz,1,2021-12-08T15:19:16Z
"<a href=""https://www.youtube.com/watch?v=uAqVo1W50wA&amp;t=0m42s"">0:42</a> <br>Never gonna give you up<br>Never gonna let you down<br>Never gonna round and round desert you(gak tau lirik) <br>Never gonna make you cry<br><br>Im gonna say good bye",GirGirMan,0,2021-12-08T13:19:57Z
🐱🐱🐱🐱,Maulana Hervandra,0,2021-12-08T10:49:22Z
wa,Maulana Hervandra,0,2021-12-08T10:48:45Z
Oh nooooooo! X_x,Melvin official,0,2021-12-08T08:33:25Z
Cara rickroll orang : pasang thumbnail yg sus trus RICKROLL DEH,NomNotRespond,0,2021-12-08T05:42:04Z
"<a href=""https://www.youtube.com/watch?v=uAqVo1W50wA&amp;t=0m20s"">0:20</a>",hilon11,1,2021-12-08T05:10:43Z
Thumnailnya bikin mau pencet video,danish,0,2021-12-08T04:01:29Z
Ao🇵🇭🎤,BEACON FORBE,0,2021-12-08T00:17:53Z
Bentuk bayangannya SUS SEKALI EPRIBADEH,NAUFAL,0,2021-12-07T15:21:08Z
Sus. Sikali,Adam Rayyan,0,2021-12-07T13:30:44Z
Thumbnail nya sedikit seram,Arata,1,2021-12-07T12:40:00Z
Thumail yang sangat sus,Ya be!!!,0,2021-12-07T12:26:15Z
dia kupojo,Tristan Galvin T,0,2021-12-07T12:21:15Z
Iya ini sangat memba gong kan,Tristan Galvin T,0,2021-12-07T12:19:57Z
Malah kena rickroll 🤣,SYAMEILJAAFAR,0,2021-12-07T10:09:03Z
Anjer kena rickroll,Hakuze Clips,0,2021-12-07T07:39:16Z
thumbnailnya SUS,izzat izzat,0,2021-12-07T07:22:11Z
imut,HI,0,2021-12-07T03:35:20Z
thumnailnya sangattt SUS😌,afh iyh?,0,2021-12-07T01:02:25Z
Sussssssssssssssssss🔪,no real bruh,0,2021-12-06T23:48:38Z
Kak umur kamu berapa,Ani Zahrotulfuadah,0,2021-12-06T14:28:49Z
did i just...... wow 😂😂😂😂😂😎,Nuggies,0,2021-12-06T12:38:38Z
Pacarya sena itu beaconcerem,titit dakwah,0,2021-12-06T09:34:40Z
"We&#39;re no strangers to love<br>You know the rules and so do I<br>A full commitment&#39;s what I&#39;m thinking of<br>You wouldn&#39;t get this from any other guy<br>I just wanna tell you how I&#39;m feeling<br>Gotta make you understand<br>Never gonna give you up<br>Never gonna let you down<br>Never gonna run around and desert you<br>Never gonna make you cry<br>Never gonna say goodbye<br>Never gonna tell a lie and hurt you<br>We&#39;ve known each other for so long<br>Your heart&#39;s been aching but you&#39;re too shy to say it<br>Inside we both know what&#39;s been going on<br>We know the game and we&#39;re gonna play it<br>And if you ask me how I&#39;m feeling<br>Don&#39;t tell me you&#39;re too blind to see<br>Never gonna give you up<br>Never gonna let you down<br>Never gonna run around and desert you<br>Never gonna make you cry<br>Never gonna say goodbye<br>Never gonna tell a lie and hurt you<br>Never gonna give you up<br>Never gonna let you down<br>Never gonna run around and desert you<br>Never gonna make you cry<br>Never gonna say goodbye<br>Never gonna tell a lie and hurt you<br>Never gonna give, never gonna give<br>(Give you up)<br>We&#39;ve known each other for so long<br>Your heart&#39;s been aching but you&#39;re too shy to say it<br>Inside we both know what&#39;s been going on<br>We know the game and we&#39;re gonna play it<br>I just wanna tell you how I&#39;m feeling<br>Gotta make you understand<br>Never gonna give you up<br>Never gonna let you down<br>Never gonna run around and desert you<br>Never gonna make you cry<br>Never gonna say goodbye<br>Never gonna tell a lie and hurt you<br>Never gonna give you up<br>Never gonna let you down<br>Never gonna run around and desert you<br>Never gonna make you cry<br>Never gonna say goodbye<br>Never gonna tell a lie and hurt you<br>Never gonna give you up<br>Never gonna let you down<br>Never gonna run around and desert you<br>Never gonna make you cry<br>Never gonna say goodbye",WWN | NUB :(,13,2021-12-06T08:26:26Z
Okay,fatir al,0,2022-02-27T02:49:03Z
Get Rick roller,Vali Roblox YT.,0,2021-12-06T08:11:12Z
Im sus <br>🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿,[}{ ヘルツゲーミング }{],0,2021-12-06T01:46:03Z
Rick roll...............,erpan Ijat,0,2021-12-06T00:36:41Z
Thumnailnya sangat SUS bikin Sakne bet 🗿🗿🗿,Lord Sugiono,0,2021-12-05T17:05:26Z
Sus thumbnail,Ekal Gaming,1,2021-12-05T16:14:17Z
Waw anda Nekoyama sena terlalu sus tumbnail nya juga,Neo_Hx_Geed_GM,1,2021-12-05T15:47:38Z
